r2,rmse,mae,spearman,pearson,n_samples,drug_id
0.184016254770634,0.9480754249756055,0.696149475409224,0.4822610005649363,0.48830032966927983,179,342
0.18351539127260008,0.9351428993263885,0.5756682229832217,0.39231663528709726,0.48281786812447486,180,254
0.1391577596955863,0.9036157465178747,0.6399166994315945,0.5144212269926026,0.4193704564443753,180,1419
0.1308633335847611,1.4056291703908026,1.1202312472907245,0.38788355290665577,0.4496494523149252,178,178
0.1297062741246542,0.7784858681694653,0.6044227289569675,0.4362248096730856,0.3741382532376998,175,410
0.12695288970220386,1.004202258575226,0.6508510399720542,0.41336318853560233,0.4441616530640179,175,1218
0.12430541948695706,0.8061031757388918,0.6675332276735769,0.3282761073797417,0.40122020840474354,179,1038
0.12076748639534207,1.306909751638332,0.940593166076545,0.356564235468345,0.37080216241996294,74,127
0.12015982336618669,1.074487351795521,0.8655794183565667,0.31762502957910227,0.38626920262793984,180,310
0.11985029718798768,1.1774436403687747,0.9278812974952637,0.43848061154150847,0.4297600945896771,180,1426
0.11828580344002959,0.6399119162566229,0.49914769745930987,0.3371998407229792,0.34959216799734005,177,546
0.11414805166870301,1.2081591806313476,0.9587461428304327,0.3496443812233286,0.35374175394303464,75,64
0.11322039054659461,1.0092212508373162,0.7829464131901492,0.35923670830456345,0.4695634593985065,179,152
0.11288673661493398,1.258534441106618,0.85682060943667,0.2749290386276688,0.35758220773444743,73,30
0.11213982336017847,1.1532729531152022,0.9353349870620021,0.31080484892639587,0.3624728301961824,181,1037
0.10745564909499394,0.848994217056141,0.4877612216446293,0.40556807308867554,0.3817767951896708,180,277
0.1049612614053953,1.3436543880655623,1.0137040573379996,0.2886261921664249,0.4283483346740949,180,306
0.10207456876885346,1.107247405304614,0.8341516416821741,0.35819418294803335,0.34503239388766216,180,1021
0.10113593372266416,1.0288031580790653,0.7999703386576991,0.3934499365443552,0.32468830270229954,163,1365
0.09656950281411547,1.3805073676810056,1.0811546613431584,0.30564727052078755,0.40245949509079426,179,225
0.08982786033821655,1.137345050776741,0.8228670733997995,0.5726528989600987,0.5347516922505908,179,407
0.08477066957969948,1.1395588125483516,0.9856343300581986,0.252243618450515,0.3306327669512174,175,175
0.08315689456841169,1.0854764976426035,0.8905029104034493,0.3454758869123509,0.34313372978696294,181,1050
0.08286891191250467,1.7902641282531488,1.4479439483839263,0.4119704786212575,0.5356815051330303,178,301
0.0787062895108882,1.0749662596521337,0.8864288363829066,0.37811081920229284,0.3482893925885995,159,1046
0.07387753498800775,1.352278599112308,1.0227728791728297,0.2759091378178565,0.28747721409516036,178,1192
0.06559612662433223,1.4599893487929225,1.0907196146254658,0.4398119283516981,0.5903797996657182,180,260
0.06456784421785977,1.2580507998617703,0.9143575918568383,0.26366778767332427,0.26140158958563786,178,362
0.06329416069109972,1.724173382455838,1.3730297830723974,0.34841415487959004,0.2807962501247161,177,1259
0.06196896566002985,1.2563842264731133,0.9188300390809134,0.30048546219980443,0.2850062717361364,178,167
0.061236563964035984,1.806665650587666,1.4696083562459246,0.19826458036984348,0.26068888908441734,75,55
0.05282959597110959,1.720597693240832,1.1809519436562037,0.3279515497980062,0.42374261215683223,172,226
0.04504853643809503,1.673555494845977,1.3759222398489017,0.30330592346159474,0.29617208286633984,179,1266
0.04074786865959901,1.2832484308395493,0.9419497644636615,0.22946390625948637,0.20451436863240652,181,1453
0.04043427703524172,2.2255083580009805,1.8659365254068203,0.22290938996456117,0.28433049277890554,178,344
0.03060423215844099,1.5680512044292356,1.241791274096419,0.3879459335049066,0.5337618918162519,179,303
0.029349474535616094,1.8250558843325588,1.5150548085763185,0.3506105248375143,0.3345778126034569,178,134
0.0230427563670087,1.181981029211977,0.8961650733242729,0.11760781931401201,0.17247838397238074,178,207
0.019404067037110506,2.063599682848383,1.6783421105491434,0.25278507381577753,0.1453008024548921,182,1378
0.019173710206452976,1.946687435135609,1.538708434536174,0.1641318030359126,0.18873740271064365,74,56
0.017445800778701948,2.078445286665433,1.4434452722588382,0.30918988930038654,0.17668051555622288,181,1427
0.016492728702430126,1.3865335387665605,1.1066444182257298,0.1322474136033458,0.22679573019635768,176,156
0.016371593880953217,1.1538932399408441,0.9398115930085265,0.4301445818425292,0.45409263647540843,179,264
0.00919215860454925,1.311795612462204,1.0272090264450033,0.20236645533864792,0.34766143371240127,179,228
0.0090907254776037,1.7811228064392994,1.261530078140714,0.419682382226013,0.48840480260909513,173,431
0.007557738159283844,1.2605999012503766,1.0087681246530436,0.21092710387158353,0.2693510096875715,182,1019
0.006345558589462064,1.4477162794916747,1.1122769958852878,0.18521739130434778,0.33042847595592223,24,1167
0.003499153258535004,1.273573197110197,0.9881078689355807,0.2660996380223045,0.32032982583088426,179,366
0.002459777056453838,1.6675760535101858,1.227766683385397,0.38899004267425313,0.4243266159252812,75,5
0.002365905042380101,1.355254676055688,1.074921452474782,0.10194481619636094,0.19912220832127017,174,1066
0.0019874406052843296,1.3393847545502637,1.0513563767835534,0.4669876642283198,0.5344181686242042,180,256
-0.00089241704354448,1.2340348485046249,1.0502393839735136,0.17024182076813654,0.19271035075871684,75,38
-0.009137118672542188,1.5799366503895194,1.3036812989801851,0.016973266144536862,0.06458496393388993,181,1413
-0.009913615509519413,0.6993884905060062,0.5432859726167594,0.17965001100594322,0.18880768334872045,176,202
-0.014313565894852553,1.2025293231673284,0.9909944338567305,0.0958562005505445,0.09880479045904088,177,1091
-0.01527923351671756,1.5584754268311412,1.242257848989004,0.2724708639340489,0.3451848721868067,179,380
-0.01568157978400575,1.8099184612682633,1.2646344025510152,0.3025694187338022,0.19032724332206372,74,29
-0.01591429184688886,1.1054414585655277,0.8071328794824915,0.3470685851901321,0.30604716416751165,181,1070
-0.01853786711276828,1.0720422556647937,0.866878555465525,0.26412717923858664,0.24076271126923562,177,158
-0.01873190585103468,1.5349781384593424,1.2352377824175627,0.39604126127257133,0.5199258315233574,179,222
-0.02169655193104969,1.36447486182725,1.0329783185489905,0.0993098982049258,0.06029300251619217,181,1015
-0.02237460527609514,1.7441284937501493,1.499259941586867,0.4169167039856695,0.4405297902958711,175,428
-0.024513150734930322,1.8432105656305424,1.4410427541151978,0.22624595646691162,0.09719570107882299,183,1392
-0.024513850293223616,1.3713126878192043,1.1097001630107775,0.07658557188894055,0.04351237208377938,178,185
-0.025721438151322218,1.8344481702823838,1.4035046705846332,0.18826506990956512,0.2848223690828019,180,282
-0.029559936144197385,1.1028470322771866,0.8801436878385487,0.17384291583186612,0.18516269835486693,181,1023
-0.03782565108977742,1.5086496489258265,1.1957528063435088,0.3815788923064047,0.48017984761631305,179,331
-0.043294706588442144,1.3658444094592674,1.0443839763031335,0.10201089656771949,0.0985184435653938,178,173
